DateTime,Unnamed: 0,SoilMoisture_0.05m,SoilMoisture_0.1m,SoilMoisture_0.2m,SoilMoisture_0.3m,GWETPROF,PRECTOTCORR,T2M,Water_Absorbed_By_Wheat
2017-02-18,3695,0.26225,0.308,0.2869583333333333,0.3117916666666666,0.62,0.0,8.48,0.0
2017-02-19,3696,0.2592916666666666,0.3060416666666666,0.2846249999999999,0.3102083333333333,0.62,0.0,7.37,0.0
2017-02-20,3697,0.2568333333333333,0.3041666666666666,0.2826666666666666,0.3086666666666666,0.62,0.01,7.03,0.0
2017-02-21,3698,0.2545416666666666,0.3028333333333333,0.282,0.3072083333333333,0.62,0.02,8.83,0.0
2017-02-22,3699,0.2507083333333333,0.300875,0.281,0.306375,0.62,0.01,9.99,0.0
2017-02-23,3700,0.2456666666666666,0.2983333333333333,0.2794583333333333,0.305,0.61,0.14,10.79,0.0
2017-02-24,3701,0.2437083333333333,0.2967916666666666,0.27825,0.30375,0.61,0.93,7.64,0.0
2017-02-25,3702,0.2394583333333333,0.2940833333333333,0.2762916666666666,0.301625,0.61,0.0,5.2,0.0
2017-02-26,3703,0.23525,0.2920833333333333,0.274375,0.2997916666666666,0.61,0.0,7.14,0.0
2017-02-27,3704,0.2327083333333333,0.2904583333333333,0.2731666666666667,0.299,0.6,0.52,8.89,0.0
2017-02-28,3705,0.2454166666666666,0.289875,0.2727916666666667,0.2985,0.6,4.29,7.67,0.0
2017-03-01,3706,0.2749583333333333,0.3025416666666666,0.271875,0.2970416666666666,0.61,0.17,9.08,0.0
2017-03-02,3707,0.2640416666666667,0.3038333333333333,0.27375,0.2974166666666666,0.6,0.09,10.12,0.0
2017-03-03,3708,0.2565833333333333,0.3017916666666666,0.27475,0.2982499999999999,0.6,5.8,11.46,0.0
2017-03-04,3709,0.29525,0.336875,0.3212083333333334,0.3504166666666666,0.62,24.14,6.16,0.0
2017-03-05,3710,0.2794166666666667,0.3219166666666667,0.308375,0.34125,0.63,1.51,7.48,0.0
2017-03-06,3711,0.2886249999999999,0.327125,0.3077083333333333,0.334375,0.63,3.76,9.67,0.0
2017-03-07,3712,0.2987916666666667,0.3350416666666667,0.31625,0.3389166666666667,0.64,8.81,8.62,0.0
2017-03-08,3713,0.3061666666666666,0.3517083333333333,0.3558333333333333,0.3582916666666667,0.65,2.08,10.91,0.0
2017-03-09,3714,0.28875,0.333625,0.3467916666666666,0.3562499999999999,0.65,0.01,9.55,0.0
2017-03-10,3715,0.2795416666666667,0.3243333333333333,0.3173333333333333,0.3486666666666666,0.64,0.0,11.25,0.0
